XPath,BNZ__2010,VCR__2013
/eml:eml/dataset/dataTable/physical/distribution/online/url,0.7761194029850746,0.3333333333333333
/eml:eml/dataset/dataTable/physical/distribution/online/url/@function,0.6940298507462687,0.3333333333333333
/eml:eml/dataset/otherEntity/physical/distribution/access/@authSystem,0.09701492537313433,0.6666666666666666
/eml:eml/dataset/otherEntity/physical/distribution/access/@order,0.09701492537313433,0.6666666666666666
/eml:eml/dataset/otherEntity/physical/distribution/access/@scope,0.09701492537313433,0.0
/eml:eml/dataset/otherEntity/physical/distribution/access/allow/permission,0.09701492537313433,0.6666666666666666
/eml:eml/dataset/otherEntity/physical/distribution/access/allow/principal,0.09701492537313433,0.6666666666666666
/eml:eml/dataset/otherEntity/physical/distribution/online/url,0.11194029850746268,0.6666666666666666
/eml:eml/dataset/otherEntity/physical/distribution/online/url/@function,0.11194029850746268,0.6666666666666666
/eml:eml/dataset/spatialRaster/physical/distribution/access/@authSystem,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/physical/distribution/access/@order,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/physical/distribution/access/allow/permission,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/physical/distribution/access/allow/principal,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/physical/distribution/online/url,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/physical/distribution/online/url/@function,0.0,0.3333333333333333
/eml:eml/dataset/coverage/geographicCoverage/@id,0.8656716417910447,0.0
/eml:eml/dataset/coverage/geographicCoverage/@scope,0.26119402985074625,0.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMaximum,0.27611940298507465,0.6666666666666666
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeMinimum,0.27611940298507465,0.6666666666666666
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/boundingAltitudes/altitudeUnits,0.27611940298507465,0.6666666666666666
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.8656716417910447,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.8656716417910447,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.8656716417910447,1.0
/eml:eml/dataset/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.8656716417910447,1.0
/eml:eml/dataset/coverage/geographicCoverage/geographicDescription,0.7761194029850746,1.0
/eml:eml/dataset/coverage/temporalCoverage/@scope,0.29850746268656714,0.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,1.0,1.0
/eml:eml/dataset/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,1.0,1.0
/eml:eml/dataset/maintenance/description/para,0.0,1.0
/eml:eml/dataset/maintenance/description/section/para,0.7164179104477612,0.0
/eml:eml/dataset/maintenance/description/section/para/literalLayout,0.2835820895522388,0.0
/eml:eml/dataset/maintenance/description/section/title,1.0,0.0
/eml:eml/dataset/maintenance/maintenanceUpdateFrequency,0.0,1.0
/eml:eml/dataset/methods/methodStep/description/para,0.0,1.0
/eml:eml/dataset/methods/methodStep/description/para/emphasis,0.0,0.6666666666666666
/eml:eml/dataset/methods/methodStep/description/para/itemizedlist/listitem/para,0.0,0.3333333333333333
/eml:eml/dataset/methods/methodStep/description/para/literalLayout,0.0,0.3333333333333333
/eml:eml/dataset/methods/methodStep/description/section/para,0.7014925373134329,0.0
/eml:eml/dataset/methods/methodStep/description/section/para/literalLayout,0.27611940298507465,0.0
/eml:eml/dataset/methods/methodStep/description/section/title,0.9776119402985076,0.0
/eml:eml/dataset/methods/sampling/samplingDescription/section/para,0.6865671641791045,0.0
/eml:eml/dataset/methods/sampling/samplingDescription/section/para/literalLayout,0.27611940298507465,0.0
/eml:eml/dataset/methods/sampling/samplingDescription/section/title,0.9626865671641792,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/@scope,0.291044776119403,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/@scope,0.26119402985074625,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/references,0.8582089552238806,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/geographicCoverage/references/@system,0.00746268656716418,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/temporalCoverage/@scope,0.291044776119403,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/temporalCoverage/rangeOfDates/beginDate/calendarDate,0.9626865671641792,0.0
/eml:eml/dataset/methods/sampling/studyExtent/coverage/temporalCoverage/rangeOfDates/endDate/calendarDate,0.9626865671641792,0.0
/eml:eml/dataset/project/@id,0.0,0.3333333333333333
/eml:eml/dataset/project/personnel/address/administrativeArea,0.0,0.3333333333333333
/eml:eml/dataset/project/personnel/address/city,0.0,0.3333333333333333
/eml:eml/dataset/project/personnel/address/deliveryPoint,0.0,0.3333333333333333
/eml:eml/dataset/project/personnel/address/postalCode,0.0,0.3333333333333333
/eml:eml/dataset/project/personnel/electronicMailAddress,0.0,0.3333333333333333
/eml:eml/dataset/project/personnel/individualName/givenName,0.0,0.3333333333333333
/eml:eml/dataset/project/personnel/individualName/salutation,0.0,0.3333333333333333
/eml:eml/dataset/project/personnel/individualName/surName,0.0,0.3333333333333333
/eml:eml/dataset/project/personnel/phone,0.0,0.3333333333333333
/eml:eml/dataset/project/personnel/phone/@phonetype,0.0,0.3333333333333333
/eml:eml/dataset/project/personnel/role,0.0,0.3333333333333333
/eml:eml/dataset/project/personnel/userId,0.0,0.3333333333333333
/eml:eml/dataset/project/personnel/userId/@directory,0.0,0.3333333333333333
/eml:eml/dataset/project/title,0.0,0.3333333333333333
/eml:eml/dataset/dataTable/@scope,0.2164179104477612,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/@id,0.0,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/@scope,0.2164179104477612,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/attributeName,0.7761194029850746,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/dateTime/formatString,0.12686567164179105,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum,0.0,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum/@exclusive,0.0,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum,0.0,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum/@exclusive,0.0,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/numericDomain/numberType,0.0,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/interval/unit/customUnit,0.0,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/@enforced,0.15671641791044774,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/code,0.4850746268656717,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/enumeratedDomain/codeDefinition/definition,0.4850746268656717,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/nominal/nonNumericDomain/textDomain/definition,0.5970149253731343,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum,0.02985074626865672,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/maximum/@exclusive,0.02985074626865672,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum,0.02985074626865672,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/bounds/minimum/@exclusive,0.02985074626865672,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/numericDomain/numberType,0.7761194029850746,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/customUnit,0.6417910447761194,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/measurementScale/ratio/unit/standardUnit,0.746268656716418,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/methods/methodStep/description/para,0.0,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/code,0.5597014925373134,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/missingValueCode/codeExplanation,0.5597014925373134,0.0
/eml:eml/dataset/dataTable/attributeList/attribute/storageType,0.7761194029850746,0.3333333333333333
/eml:eml/dataset/dataTable/attributeList/attribute/storageType/@typeSystem,0.2164179104477612,0.3333333333333333
/eml:eml/dataset/dataTable/entityDescription,0.3059701492537313,0.3333333333333333
/eml:eml/dataset/dataTable/entityName,0.7761194029850746,0.3333333333333333
/eml:eml/dataset/dataTable/physical/@scope,0.2164179104477612,0.0
/eml:eml/dataset/dataTable/physical/characterEncoding,0.0,0.3333333333333333
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/attributeOrientation,0.7761194029850746,0.3333333333333333
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numFooterLines,0.0,0.3333333333333333
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/numHeaderLines,0.7761194029850746,0.3333333333333333
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/physicalLineDelimiter,0.7761194029850746,0.3333333333333333
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/recordDelimiter,0.7761194029850746,0.3333333333333333
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/fieldDelimiter,0.7761194029850746,0.3333333333333333
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/literalCharacter,0.0,0.3333333333333333
/eml:eml/dataset/dataTable/physical/dataFormat/textFormat/simpleDelimited/quoteCharacter,0.00746268656716418,0.3333333333333333
/eml:eml/dataset/dataTable/physical/objectName,0.7761194029850746,0.3333333333333333
/eml:eml/dataset/spatialRaster/@id,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/alternateIdentifier,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/attributeList/attribute/attributeName,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/interval/numericDomain/bounds/maximum/@exclusive,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/interval/numericDomain/bounds/minimum/@exclusive,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/interval/numericDomain/numberType,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/attributeList/attribute/measurementScale/interval/unit/standardUnit,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/attributeList/attribute/missingValueCode/code,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/attributeList/attribute/missingValueCode/codeExplanation,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/attributeList/attribute/storageType,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/attributeList/attribute/storageType/@typeSystem,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/cellGeometry,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/cellSizeXDirection,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/cellSizeYDirection,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/columns,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/coverage/geographicCoverage/boundingCoordinates/eastBoundingCoordinate,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/coverage/geographicCoverage/boundingCoordinates/northBoundingCoordinate,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/coverage/geographicCoverage/boundingCoordinates/southBoundingCoordinate,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/coverage/geographicCoverage/boundingCoordinates/westBoundingCoordinate,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/coverage/geographicCoverage/geographicDescription,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/entityDescription,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/entityName,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/georeferenceInfo/cornerPoint/corner,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/georeferenceInfo/cornerPoint/pointInPixel,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/georeferenceInfo/cornerPoint/xCoordinate,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/georeferenceInfo/cornerPoint/yCoordinate,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/horizontalAccuracy/accuracyReport,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/numberOfBands,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/physical/dataFormat/externallyDefinedFormat/formatName,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/physical/objectName,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/rasterOrigin,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/rows,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/@name,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/@name,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/datum/@name,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/primeMeridian/@longitude,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/primeMeridian/@name,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/spheroid/@denomFlatRatio,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/spheroid/@name,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/spheroid/@semiAxisMajor,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/geogCoordSys/unit/@name,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/@name,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/parameter/@name,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/parameter/@value,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/horizCoordSysDef/projCoordSys/projection/unit/@name,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/vertCoordSys/altitudeSysDef/altitudeDatumName,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/vertCoordSys/altitudeSysDef/altitudeDistanceUnits,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/vertCoordSys/altitudeSysDef/altitudeEncodingMethod,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/spatialReference/vertCoordSys/altitudeSysDef/altitudeResolution,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/verticalAccuracy/accuracyReport,0.0,0.3333333333333333
/eml:eml/dataset/spatialRaster/verticals,0.0,0.3333333333333333
/eml:eml/dataset/otherEntity/@id,0.11194029850746268,0.0
/eml:eml/dataset/otherEntity/alternateIdentifier,0.0,0.3333333333333333
/eml:eml/dataset/otherEntity/entityDescription,0.1044776119402985,0.6666666666666666
/eml:eml/dataset/otherEntity/entityName,0.11194029850746268,0.6666666666666666
/eml:eml/dataset/otherEntity/entityType,0.11194029850746268,0.6666666666666666
/eml:eml/dataset/otherEntity/physical/characterEncoding,0.0,0.6666666666666666
/eml:eml/dataset/otherEntity/physical/dataFormat/externallyDefinedFormat/formatName,0.11194029850746268,0.6666666666666666
/eml:eml/dataset/otherEntity/physical/objectName,0.11194029850746268,0.6666666666666666
/eml:eml/additionalMetadata/metadata/localtags/projectId,0.0,0.3333333333333333
/eml:eml/additionalMetadata/metadata/localtags/system,0.0,1.0
/eml:eml/additionalMetadata/metadata/localtags/weight,0.0,1.0
/eml:eml/additionalMetadata/metadata/stmml:unitList/stmml:unit/@id,0.0,0.3333333333333333
/eml:eml/additionalMetadata/metadata/unitList/unit/@id,0.4925373134328358,0.0
/eml:eml/additionalMetadata/unitList/unit/@id,0.1865671641791045,0.0
